,P2-50-critical-T8,P2-50-atomic-T8,P2-50-locks-T8,P2-50-schedule-T8,P2-Reduced-critical-T8,P2-Reduced-atomic-T8,P2-Reduced-locks-T8,P2-Reduced-schedule-T8
student,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
