,P2-50-critical-T8,P2-50-atomic-T8,P2-50-locks-T8,P2-50-schedule-T8,P2-Reduced-critical-T8,P2-Reduced-atomic-T8,P2-Reduced-locks-T8,P2-Reduced-schedule-T8
student,0.000778,0.000777,0.000903,0.000668,0.205247,0.210158,0.4182,0.20872
